job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB04843,Backend Developer,Apex Solutions,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Node.js, Python, PostgreSQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,12-15 LPA,Full-time
JOB03678,QA Engineer,Quantix Technologies,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Python, API Testing, Selenium and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-12 LPA,Contract
JOB07840,Machine Learning Engineer,Vertex Digital,"Chennai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Docker, Scikit-learn and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,6-9 LPA,Full-time
JOB00428,QA Engineer,Vertex Digital,Remote,"We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Python, SQL, Git, Jira and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-9 LPA,Full-time
JOB00654,Software Engineer,InnovateLabs,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, REST API, Java, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-7 LPA,Full-time
JOB08184,Data Scientist,BlueOrbit Software,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Scikit-learn, AWS and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,,Full-time
JOB01776,Business Analyst,BlueOrbit Software,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Excel, Business Analysis, SQL, Communication and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,8-13 LPA,Full-time
JOB07910,DevOps Engineer,InnovateLabs,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, AWS, Kubernetes, Jenkins, Docker and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,5-9 LPA,Internship
JOB04249,Data Scientist,NexaWorks,"Chennai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, NumPy, SQL, Machine Learning and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,10-14 LPA,Full-time
JOB04639,Frontend Developer,DataBridge Analytics,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, REST API, HTML and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,12-17 LPA,Full-time
JOB04849,Software Engineer,InnovateLabs,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, Python, Java, SQL, Git and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-11 LPA,Internship
JOB07952,Machine Learning Engineer,TechNova Solutions,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, Docker, SQL, Scikit-learn and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,10-15 LPA,Full-time
JOB08122,Cloud Engineer,FinEdge Technologies,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Linux, Python, Azure and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,6-10 LPA,Full-time
JOB03903,DevOps Engineer,Apex Solutions,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, Docker, Linux, Terraform and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,8-11 LPA,Full-time
JOB07329,Backend Developer,TechNova Solutions,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Node.js, PostgreSQL, REST API and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,6-8 LPA,Full-time
JOB00612,Frontend Developer,InnovateLabs,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, TypeScript, HTML, JavaScript and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-11 LPA,Full-time
JOB09990,Machine Learning Engineer,CloudSphere,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, Docker, TensorFlow, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-14 LPA,Full-time
